순번,기관명,행사명,주관기관명,행사지역,행사장소,기술 분류,해시태그,행사기간-시작일,행사기간-종료일
124,연구개발특구진흥재단,2023 대덕 물빛축제,대덕구청,대덕특구,대청공원,기타,#물빛축제,2023-05-07,2023-05-07
125,연구개발특구진흥재단,5월 가정의달 과학마술콘서트,국립중앙과학관,대덕특구,국립중앙과학관,기타,#과학마술콘서트,2023-05-20,2023-05-21
126,연구개발특구진흥재단,죽은 과학자들의 살아있는 아이디어,국립중앙과학관,대덕특구,국립중앙과학관,기타,#과학자 #아이디어,2023-10-27,2023-10-29
127,국립중앙과학관 첨단산업팀,찾아가는 과학전시/체험/교육 서비스 과학 똑!똑!,국립중앙과학관,대덕특구,"충청, 강원권 지역 도서관 등 공공기관",IT,#과학전시 #과학교육 #과학체험,2023-05-02,2023-11-30
128,주식회사 마이스피플,제10회 이응노미술대회,대전고암미술문화재단,대덕특구,이응노미술관,기타,#미술대회 #전국대회 #어린이대회 #어린이미술대회 #그림 #과학 #예술,2023-05-06,2023-05-06
129,공동TLO마케팅사무국,2023 테크비즈파트너링,TLO 마케팅 사무국,대덕특구,서울 코엑스 1층 A홀 밋업 부스존,기타,#테크비즈파트너링,2023-06-01,2023-06-02
130,연구개발특구진흥재단,광주 지능형반도체 집적단지 조성 관련 세미나,연구개발특구진흥재단 광주연구개발특구본부,광주특구,광주이노비즈센터 광주연구개발특구본부 대회의실,IT,#연구개발특구 #전문성 #과학기술 #기술사업화,2023-05-16,2023-05-16
131,연구개발특구진흥재단,최신 과학 이슈 Top10 토크쇼,카페 쿠아,대덕특구,카페쿠아,기타,#과학이슈,2023-05-04,2023-05-04
132,연구개발특구진흥재단,국립중앙과학관 과학기술분야 연구기관 WEEKLY 행사 ,국립중앙과학관,대덕특구,국립중앙과학관,"IT,BT,CT,ET,NT,ST,기타",#연구기관,2023-05-12,2023-09-24
133,연구개발특구진흥재단,사이언스 슬램D 배터리를 찢고 자르고 구겨도 작동한다구요,helloDD,대덕특구,온라인,"ET,NT",#사이언스 #배터리,2023-05-19,2023-05-19
134,연구개발특구진흥재단,주말과학교실 1학기과정,국립중앙과학관,대덕특구,국립중앙과학관,기타,#주말과학교실,2023-03-04,2023-07-22
135,연구개발특구진흥재단,주말과학교실 2학기 과정,국립중앙과학관,대덕특구,국립중앙과학관,기타,#주말과학교실,2023-09-02,2023-11-25
136,연구개발특구진흥재단,제71회 대덕이노폴리스포럼,연구개발특구진흥재단,대덕특구,서울 과총회관,기타,#대덕이노폴리스포럼,2023-05-31,2023-05-31
137,연구개발특구진흥재단,토요 부흥회 태양계와 지구 with 천문연,카페쿠아,대덕특구,카페쿠아,ST,#토요 #태양계,2023-05-27,2023-05-27
138,대전관광공사,2023 대전세종 관광 스타기업 공모전,대전관광공사,대덕특구,대전세종관광기업지원센터(대전 중구 은행동),기타,#스타기업 #스타트업 #공모전 #기술 #관광,2023-05-03,2023-05-15
139,연구개발특구진흥재단,2023년 제26회 국가공인 지식재산능력시험 대비 특강,전남대학교,광주특구,전남대학교 공과대학 4호관 102호 코스모스홀,"IT,기타",#연구개발특구 #전남대학교 #지식재산능력시험,2023-05-16,2023-05-16
140,연구개발특구진흥재단,2023년 지식재산 전략전문가 양성과정,"광주/전남 지식재산전문인력양성센터, 한국특허전략개발원",광주특구,전남대학교 AI융합대학 106호,IT,#연구개발특구 #전남대학교 #지식재산전략전문가,2023-06-21,2023-06-23
141,국립중앙과학관,"모빌리티특별전 ""모빌리티의 미래를 보다""",국립중앙과학관 ,대덕특구,국립중앙과학관 ,기타,#과학기술,2023-05-02,2023-07-16
142,연구개발특구진흥재단,대덕연구개발특구 50주년 추진위원회 제3차 회의,"과학기술정보통신부, 연구개발특구진흥재단",대덕특구,연구개발특구진흥재단 2층 이노폴리스룸,기타,#대덕특구 #50주년 #추진위원회,2023-06-01,2023-06-01
143,연구개발특구진흥재단,대덕특구 특허포럼 P-TUBE: 한국지질자원연구원편,"연구개발특구진흥재단, 대덕넷 ",대덕특구,특구재단 유튜브 ,"BT,ET,NT,기타",#연구개발특구 #전문성 #과학기술 #지자연 #기술사업화 #기술이전 #기술소개,2023-05-10,2023-05-10
144,연구개발특구진흥재단,대덕특구 50주년 기념배 전국 e스포츠대회,"연구개발특구진흥재단, 과학기술출연기관장협의회, 대전정보문화산업진흥원",대덕특구,대전 이스포츠 경기장,기타,#e스포츠대회,2023-07-15,2023-07-15
145,연구개발특구진흥재단,제18회 INNOPOLIS AI 세미나,연구개발특구진흥재단,대덕특구,세븐팩토리모먼트,IT,#인공지능 #AI #연구개발특구 #AI세미나 #생성모델 #비즈니스기회 #셀렉트스타,2023-05-24,2023-05-24
146,광주연구개발특구 기술사업화팀,광주연구개발특구 특화분야 평가위원모집,과학기술정보통신부 / 연구개발특구진흥재단,광주특구,광주연구개발특구본부 기술가업화팀,기타,#연구개발특구진흥재단 #광주연구개발특구 #평가위원,2023-05-09,2023-05-23
147,연구개발특구진흥재단,대덕특구 이노폴리스캠퍼스 창업캠프,충남대학교 산학협력단,대덕특구,롯데리조트부여,기타,#창업캠프,2023-05-17,2023-05-18
148,연구개발특구진흥재단,광주 혁신주체 네트워크 1차 포럼,연구개발특구진흥재단. 광주과학기술원,광주특구,전남대학교 공과대학 2호관 102호,기타,#혁신주체네트워크 #지역오피니언리더 #지역주요이슈발굴 #정책기획협의 #지역현안연계 ,2023-05-12,2023-05-12
149,연구개발특구진흥재단,광주지역 연구소 기업지원 플랫폼 운영 협의회,연구개발특구진흥재단/한국광기술원,광주특구, 한국광기술원 본부동 1층 빛고을룸,기타,#광주지역출연및전문연 #유망연구실발굴 #출연연기업지원통합 #기업중심출연연협의체,2023-05-17,2023-05-17
150,연구개발특구진흥재단,딥테크 창업 쇼케이스,로우파트너스,대덕특구,TBC 대덕,"IT,BT,CT",#데모데이 #딥테크 #쇼케이스 #VC #AC,2023-05-12,2023-05-12
151,연구개발특구진흥재단,2023 STEPI GLOBAL SYMPOSIUM,과학기술정책연구원,대덕특구,앰배서더 서울 풀만,BT,#STEPI,2023-05-16,2023-05-16
152,연구개발특구진흥재단,UST 함께하는 정책포럼,UST,대덕특구,UST 대학본부 사이언스홀,기타,#UST #정책포럼,2023-05-16,2023-05-23
153,지역혁신지원팀,제3차 과학기술 기반 사회문제해결 종합계획 설명회 개최,(재)연구개발특구진흥재단,대덕특구,대덕테크비즈센터(TBC) 410호 회의실,기타,#전문성 #과학기술 #연구개발특구 #종합계획 #정책설명회,2023-05-19,2023-05-19
154,연구개발특구진흥재단,2023 제13회 Hello! 과학마을 축제 오색과학,기초과학연구원,대덕특구,IBS 과학문화센터,기타,#과학마을,2023-05-20,2023-05-20
155,연구개발특구진흥재단,제5회 대덕특구에서 과학이슈를 논하다 - 한국한의학연구원-,연구개발특구진흥재단,대덕특구,한국한의학연구원,BT,#대덕특구 #과학이슈,2023-05-26,2023-05-26
156,연구개발특구진흥재단,홍릉 이노폴리스캠퍼스 창업학교 개교식,홍릉강소특구사업단,과학벨트,KIST 국제협력관,BT,#강소특구 #창업 #바이오 #이노폴리스캠퍼스,2023-05-17,2023-05-17
157,국립중앙과학관,과학기술분야 연구기관 WEEKLY 행사 안내,국립중앙과학관,대덕특구,국립중앙과학관,"IT,BT,CT,ET,NT,ST",#과학기술분야,2023-05-19,2023-05-20
158,국립중앙과학관,과학기술분야 연구기관 WEEKLY 행사,국립중앙과학관,대덕특구,국립중앙과학관,"IT,BT,CT,ET,NT,ST",#과학기술분야,2023-05-26,2023-05-28
159,국립중앙과학관,과학기술분야 연구기관 WEEKLY 행사,국립중앙과학관,대덕특구,국립중앙과학관,"IT,BT,CT,ET,NT,ST",#과학기술분야,2023-06-02,2023-06-18
160,연구개발특구진흥재단,2023 대구 스타트업 포럼,대구창조경제혁신센터,대구특구,대구삼성창조캠퍼스 중앙컨벤션센터,기타,#과학기술 #지원사업 #스타트업 #기술창업,2023-05-25,2023-05-25
161,대구창초경제혁신센터,제2회 대구 스케일업 상시 투자유치 지원 프로그램 개최,대구창조경제혁신센터,대덕특구,대구스케일업허브 2층 미팅룸,기타,#과학기술 #투자유치 #스타트업 #기술창업,2023-05-17,2023-05-17
162,대구디지털혁신진흥원,데이터 리터러시와 노코드 분석과정 교육 ,대구디지털혁신진흥원,대구특구,대구디지털혁신진흥원 DNEX 2층 오픈스퀘어D,IT,#데이터 리터러시,2023-05-22,2023-05-23
163,연구개발특구진흥재단,서울포럼 2023 홍릉 강소특구 특별포럼 ,홍릉강소특구사업단,과학벨트,서울 그랜드비스타 워커힐호텔,BT,#강소특구 #바이오 #서울포럼 #바이오클러스터,2023-05-31,2023-05-31
164,달서구 중장년 기술창업센터,중장년 기술창업센터 실전창업 아카데미,달서구 중장년 기술창업센터,대구특구,달서구 중장년 기술창업센터 교육장,기타,#중장년 #교육 #기술창업,2023-05-22,2023-05-31
165,대덕특구본부 혁신기업지원실,"대전권 우수인재 취·창업 멘토 프로그램 ""For Your Dream""","대전대 기술지주(주), 충남대 기술지주(주), 한남대 기술지주(주), 한밭대 기술지주(주)",대덕특구,한남대학교 메이커스페이스 등 4곳,기타,#대전권 #우수인재 #취·창업,2023-05-17,2023-05-22
166,연구개발특구진흥재단,2023 KRIBB 바이오 창업스쿨(부트캠프) 개최,한국생명공학연구원,대덕특구,생명연 나눔관 대회의실,BT,#KRIBB #창업스쿨,2023-05-25,2023-05-26
167,연구개발특구진흥재단,2023 테크비즈파트너링,"국가과학기술연구회, 산업은행",대덕특구,코엑스,"IT,BT,CT,ET,NT,ST",#테크비즈파트너링,2023-06-01,2023-06-02
168,기술창업지원팀,IP기반 투자유치 및 ESG 경영을 위한 Innovation Day,(주)네오리서치,대덕특구,대전 롯데시티호텔,"IT,BT,CT,ET,NT,ST",#IP기반 #투자유치,2023-05-24,2023-05-25
169,(재)연구개발특구진흥재단,`23년 기업 Scale Up 사업 수혜기업 모집 공고,한국전력공사,과학벨트,한국전력공사,"IT,BT,CT,ET,NT,ST,기타",#한국전력공사 #강소연구개발특구 #수혜기업 #기술사업화,2023-05-17,2023-06-07
170,(재)연구개발특구진흥재단,`23년 강소특구 제품혁신 지원사업 모집 공고,금오공과대학교,과학벨트,금오공과대학교,"IT,BT,CT,ET,NT,ST,기타",#강소연구개발특구 #기술사업화 #제품혁신 #금오공과대학교,2023-05-15,2023-06-04
171,(재)연구개발특구진흥재단,포항강소특구 이노폴리스캠퍼스 창업역량 강화교육,포항공과대학교,과학벨트,포스코 국제관 2층,"IT,BT,CT,ET,NT,ST,기타",#강소연구개발특구 #이노폴리스캠퍼스 #창업 #역량강화교육,2023-05-19,2023-05-20
172,(재)연구개발특구진흥재단,포항강소특구 한국형 아이코어,포항공과대학교,과학벨트,포스코 국제관 2층,"IT,BT,CT,ET,NT,ST,기타",#강소연구개발특구 #대구경북권 #예비창업,2023-05-19,2023-05-20
173,(재)연구개발특구진흥재단,포항 연구중심의대 설립 국회 정책토론회,"국회의원 김정재, 국회의원 김병욱",과학벨트,국회의원회관 제1소회의실,"BT,기타",#강소연구개발특구 #포항공대 #의사과학자 #연구중심의대 #정책토론,2023-05-24,2023-05-24
174,(재)연구개발특구진흥재단,2023년 한국혁신학회 춘계학술대회,(사)한국혁신학회,과학벨트,서울과학기술대학교 국제관,"IT,BT,CT,ET,NT,ST,기타",#한국혁신학회 #강소연구개발특구 #에너지협의체 #지역 과학기술,2023-05-12,2023-05-12
175,(재)연구개발특구진흥재단,포항특구 역량강화교육(비즈니스모델 구조화 워크샵),포항공과대학교,과학벨트,포항공과대학교 포스코 국제관,기타,#강소연구개발특구 #전문성#역량강화 #비즈니스모델 #예비창업자 #스타트업,2023-06-01,2023-06-01
176,전북연구개발특구본부 기술사업화팀,전북 빅데이터 기술교류 공동연구회 세미나,전북 빅데이터 기술교류 공동연구회,전북특구,전북테크비즈센터 대강당(1층),IT,#과학기술 #전문성,2023-05-18,2023-05-18
177,전북연구개발특구본부 기술사업화팀,크립톤 톡톡 데이(Talk&Talk),크립톤/전라북도/전북창조경제혁신센터,전북특구,"민간주도 스타트업 키움공간(전주시 완산구 전라감영로 72, 1층)",기타,#전문성 #투자,2023-05-19,2023-05-19
178,전북연구개발특구본부 기술사업화팀,d·camp와 함께 하는 리모트워크 전북 ,d·camp,전북특구,"민간주도 스타트업 키움공간(전북관광기업지원센터 1층, 전주시 완산구 전라감영로 72)",기타,#투자 #전문성 #창업,2023-05-24,2023-05-24
179,(재)연구개발특구진흥재단,제4회 김해국제의생명과학축제,"김해시, 인제대학교, 김해의생명산업진흥원",과학벨트,김해중소기업비즈니스센터,"BT,기타",#강소연구개발특구 #의생명 #의료기기 #웰바이오,2023-06-16,2023-06-17
180,대구디지털산업진흥원,대구콘텐츠비즈니스센터 지역 콘텐츠기업 저작권 특강,대구디지털혁신진흥원,대구특구,대구콘텐츠비즈니스센터 1층 가온홀,기타,#과학기술 #콘텐츠 #저작권 #교육 #특강,2023-05-26,2023-05-26
181,대구디지털혁신진흥원,『머신러닝 서비스 구축을 위한 MLOps 활용 교육』 개최 안내,대구디지털혁신진흥원,대구특구,대구디지털혁신진흥원 SWCC 308호,"IT,기타",#머신러닝 #서비스,2023-05-31,2023-05-31
